session_id,station_age_years,power_kw,num_bays,connector_type,zone,hour,day_of_week,is_weekend,ambient_temp_c,grid_load_index,start_soc_pct,battery_capacity_kwh,vehicle_segment,duration_mins,energy_kwh,failed
VG-SES-005114,3.0,150.0,5,CCS2,Kukatpally,21,1,0,,0.826,18.1,4.3,2W,27.0,0.05,0
VG-SES-005115,5.0,30.0,1,Type2 AC,Secunderabad,1,0,0,28.0,0.502,33.9,62.3,4W,301.0,22.34,0
VG-SES-005116,4.0,30.0,4,Bharat AC-001,Gachibowli,23,3,0,28.0,,20.5,2.7,2W,651.0,0.79,0
VG-SES-005117,2.0,15.0,1,Type2 AC,Kukatpally,5,5,1,18.3,0.452,31.3,56.6,4W,199.0,21.67,0
VG-SES-005118,3.0,150.0,5,CCS2,Kukatpally,18,4,0,39.1,0.744,24.6,31.2,4W,28.0,0.0,1
VG-SES-005119,5.0,30.0,1,Type2 AC,Secunderabad,0,6,1,28.9,0.442,18.8,59.3,4W,383.0,31.49,0
VG-SES-005120,4.0,150.0,3,CCS2,Uppal,7,4,0,,0.647,31.4,59.0,4W,48.0,19.19,0
VG-SES-005121,5.0,180.0,5,CHAdeMO,Gachibowli,18,1,0,41.7,0.769,58.2,3.5,2W,40.0,0.26,0
VG-SES-005122,5.0,180.0,5,CHAdeMO,Gachibowli,22,6,1,26.2,0.607,22.7,2.2,2W,31.0,0.31,0
VG-SES-005123,2.0,15.0,1,Type2 AC,Kukatpally,21,4,0,,0.726,49.2,31.9,4W,313.0,6.48,0
VG-SES-005124,7.0,120.0,7,CCS2,Madhapur,12,5,1,24.1,0.426,28.4,45.0,4W,41.0,12.61,0
VG-SES-005125,5.0,180.0,5,CHAdeMO,Gachibowli,6,0,0,27.8,0.623,46.2,32.3,4W,35.0,7.8,0
VG-SES-005126,4.0,150.0,3,CCS2,Uppal,21,5,1,,,59.1,2.1,2W,67.0,0.59,0
VG-SES-005127,4.0,30.0,4,Bharat AC-001,Gachibowli,22,6,1,35.4,0.642,47.0,8.8,3W,442.0,1.54,0
VG-SES-005128,5.0,60.0,3,CCS2,Kukatpally,17,3,0,26.1,0.68,29.7,73.7,4W,197.0,20.77,0
VG-SES-005129,5.0,30.0,1,Type2 AC,Secunderabad,20,0,0,29.4,0.79,31.0,3.4,2W,230.0,0.75,0
VG-SES-005130,4.0,60.0,3,Type2 AC,Madhapur,11,3,0,34.8,,36.6,2.7,2W,278.0,0.26,0
VG-SES-005131,5.0,180.0,5,CHAdeMO,Gachibowli,18,5,1,33.5,0.736,53.9,3.0,2W,21.0,0.23,0
VG-SES-005132,4.0,60.0,3,Type2 AC,Madhapur,17,6,1,,0.636,39.6,9.2,3W,126.0,5.59,0
VG-SES-005133,4.0,150.0,3,CCS2,Uppal,6,3,0,32.8,0.495,57.5,8.9,3W,38.0,1.42,0
VG-SES-005134,6.0,150.0,4,GB/T,Secunderabad,19,1,0,36.7,0.864,37.5,3.5,2W,12.0,0.19,0
VG-SES-005135,3.0,30.0,2,Type2 AC,Secunderabad,10,3,0,33.3,0.666,16.3,3.6,2W,161.0,2.41,0
VG-SES-005136,3.0,150.0,5,CCS2,Kukatpally,11,6,1,30.2,0.494,50.6,2.8,2W,17.0,0.2,0
VG-SES-005137,3.0,30.0,2,Type2 AC,Secunderabad,15,3,0,32.3,0.556,22.0,3.7,2W,122.0,0.61,0
VG-SES-005138,2.0,180.0,8,CHAdeMO,Madhapur,8,3,0,19.3,0.616,51.6,7.6,3W,25.0,0.77,0
VG-SES-005139,7.0,30.0,4,Type2 AC,Gachibowli,10,1,0,24.7,0.591,43.3,2.4,2W,174.0,0.22,0
VG-SES-005140,3.0,30.0,2,Type2 AC,Secunderabad,10,3,0,26.6,0.593,47.0,54.4,4W,69.0,26.07,0
VG-SES-005141,2.0,180.0,8,CHAdeMO,Madhapur,7,6,1,24.2,0.554,39.3,56.8,4W,23.0,8.66,0
VG-SES-005142,4.0,30.0,4,Bharat AC-001,Gachibowli,2,0,0,15.0,0.528,41.5,29.3,4W,160.0,8.33,0
VG-SES-005143,7.0,120.0,7,CCS2,Madhapur,21,4,0,32.4,,11.8,3.7,2W,36.0,0.56,0
VG-SES-005144,2.0,15.0,1,Type2 AC,Kukatpally,19,1,0,39.2,0.812,57.0,2.3,2W,216.0,0.1,0
VG-SES-005145,3.0,30.0,2,Type2 AC,Secunderabad,17,6,1,28.6,0.638,30.1,2.2,2W,150.0,0.69,0
VG-SES-005146,6.0,30.0,3,Type2 AC,Madhapur,21,4,0,27.8,,32.1,55.1,4W,156.0,0.0,1
VG-SES-005147,3.0,30.0,2,Type2 AC,Secunderabad,10,5,1,34.6,0.481,29.2,64.8,4W,58.0,23.93,0
VG-SES-005148,4.0,150.0,3,CCS2,Uppal,13,0,0,33.8,0.559,81.9,3.4,2W,32.0,0.43,0
VG-SES-005149,6.0,30.0,3,Type2 AC,Madhapur,5,6,1,,0.399,42.4,9.8,3W,309.0,3.97,0
VG-SES-005150,4.0,150.0,3,CCS2,Uppal,18,5,1,25.5,0.72,46.0,6.9,3W,33.0,0.41,0
VG-SES-005151,2.0,180.0,8,CHAdeMO,Madhapur,22,1,0,,0.684,57.7,2.7,2W,17.0,0.18,0
VG-SES-005152,6.0,30.0,3,Type2 AC,Madhapur,20,1,0,33.8,,36.4,2.6,2W,176.0,1.14,0
VG-SES-005153,7.0,30.0,2,Bharat AC-001,Kukatpally,22,6,1,18.1,,46.1,3.2,2W,549.0,0.77,0
VG-SES-005154,3.0,30.0,1,Bharat AC-001,Uppal,20,4,0,24.9,0.824,33.6,3.5,2W,457.0,0.0,1
VG-SES-005155,6.0,150.0,4,GB/T,Secunderabad,6,1,0,,0.606,53.4,32.1,4W,19.0,0.0,1
VG-SES-005156,6.0,30.0,4,Bharat DC-001,Uppal,17,4,0,24.8,0.734,51.5,37.4,4W,147.0,18.58,0
VG-SES-005157,2.0,15.0,1,Type2 AC,Kukatpally,23,5,1,31.8,0.65,72.0,33.8,4W,492.0,8.7,0
VG-SES-005158,6.0,30.0,4,Bharat DC-001,Uppal,10,1,0,,0.57,21.1,66.2,4W,266.0,33.53,0
VG-SES-005159,2.0,15.0,1,Type2 AC,Kukatpally,21,1,0,20.9,0.775,74.3,43.5,4W,511.0,10.46,0
VG-SES-005160,5.0,30.0,1,Type2 AC,Secunderabad,5,3,0,28.5,0.49,30.8,62.1,4W,206.0,23.87,0
VG-SES-005161,4.0,30.0,4,Bharat AC-001,Gachibowli,0,0,0,,0.497,43.1,72.5,4W,193.0,41.54,0
VG-SES-005162,3.0,30.0,1,Bharat AC-001,Uppal,1,2,0,22.4,0.462,37.9,208.1,Bus,317.0,464.29,0
VG-SES-005163,2.0,60.0,2,CCS2,Gachibowli,10,5,1,,0.544,45.2,72.2,4W,137.0,29.72,0
VG-SES-005164,7.0,30.0,4,Type2 AC,Gachibowli,11,0,0,23.7,0.612,63.6,7.2,3W,221.0,2.41,0
VG-SES-005165,3.0,30.0,2,Type2 AC,Secunderabad,8,1,0,24.2,,60.7,9.1,3W,130.0,2.01,0
VG-SES-005166,6.0,30.0,3,Type2 AC,Madhapur,23,3,0,,0.532,35.9,35.5,4W,283.0,22.38,0
VG-SES-005167,4.0,60.0,3,Type2 AC,Madhapur,17,5,1,27.3,0.62,23.1,4.3,2W,55.0,0.13,0
VG-SES-005168,6.0,30.0,3,Type2 AC,Madhapur,20,6,1,32.2,,29.0,46.2,4W,291.0,30.21,0
VG-SES-005169,3.0,150.0,5,CCS2,Kukatpally,22,1,0,31.2,0.694,64.1,10.9,3W,23.0,1.06,0
VG-SES-005170,2.0,180.0,8,CHAdeMO,Madhapur,22,2,0,20.2,0.685,49.6,44.5,4W,49.0,12.11,0
VG-SES-005171,6.0,30.0,3,Type2 AC,Madhapur,21,5,1,26.5,0.739,59.5,2.7,2W,270.0,0.22,0
VG-SES-005172,5.0,60.0,3,CCS2,Kukatpally,8,1,0,24.8,,18.0,3.6,2W,138.0,0.21,0
VG-SES-005173,7.0,30.0,2,Bharat AC-001,Kukatpally,2,6,1,26.2,0.427,42.8,48.4,4W,163.0,19.3,0
VG-SES-005174,6.0,30.0,3,Type2 AC,Madhapur,0,3,0,26.1,0.486,33.6,7.5,3W,281.0,0.0,1
VG-SES-005175,5.0,60.0,3,CCS2,Kukatpally,10,4,0,,0.639,21.6,3.7,2W,152.0,0.95,0
VG-SES-005176,6.0,30.0,3,Type2 AC,Madhapur,20,3,0,,,31.5,4.0,2W,259.0,1.85,0
VG-SES-005177,6.0,150.0,4,GB/T,Secunderabad,19,0,0,34.8,0.916,76.9,44.8,4W,11.0,0.0,1
VG-SES-005178,2.0,60.0,2,CCS2,Gachibowli,10,1,0,33.2,0.646,69.1,3.0,2W,329.0,0.39,0
VG-SES-005179,7.0,30.0,2,Bharat AC-001,Kukatpally,21,3,0,32.1,0.776,13.6,46.3,4W,206.0,11.95,0
VG-SES-005180,5.0,60.0,3,CCS2,Kukatpally,11,1,0,18.7,0.602,30.8,69.7,4W,130.0,28.53,0
VG-SES-005181,7.0,120.0,7,CCS2,Madhapur,12,5,1,,0.517,50.0,6.3,3W,43.0,1.16,0
VG-SES-005182,6.0,150.0,4,GB/T,Secunderabad,13,4,0,42.4,0.515,49.0,26.8,4W,44.0,7.33,0
VG-SES-005183,7.0,120.0,7,CCS2,Madhapur,7,1,0,32.8,0.577,73.1,62.5,4W,33.0,14.66,0
VG-SES-005184,2.0,60.0,2,CCS2,Gachibowli,11,6,1,,0.548,72.6,10.5,3W,125.0,0.25,0
VG-SES-005185,6.0,30.0,4,Bharat DC-001,Uppal,9,3,0,,0.714,68.5,2.6,2W,165.0,0.66,0
VG-SES-005186,6.0,150.0,4,GB/T,Secunderabad,18,5,1,35.6,,35.5,62.9,4W,25.0,0.0,1
VG-SES-005187,7.0,120.0,7,CCS2,Madhapur,20,4,0,36.6,0.796,16.6,2.8,2W,26.0,0.0,1
VG-SES-005188,2.0,15.0,1,Type2 AC,Kukatpally,5,6,1,23.8,0.491,20.6,300.9,Bus,413.0,97.19,0
VG-SES-005189,4.0,60.0,3,Type2 AC,Madhapur,9,3,0,25.6,0.684,49.3,68.3,4W,72.0,15.99,0
VG-SES-005190,7.0,120.0,7,CCS2,Madhapur,20,4,0,37.5,,64.5,52.2,4W,20.0,6.85,0
VG-SES-005191,2.0,15.0,1,Type2 AC,Kukatpally,20,5,1,31.4,,19.5,4.3,2W,399.0,2.86,0
VG-SES-005192,5.0,180.0,5,CHAdeMO,Gachibowli,22,2,0,22.1,0.725,34.7,3.9,2W,29.0,0.54,0
VG-SES-005193,5.0,180.0,5,CHAdeMO,Gachibowli,21,4,0,26.7,0.745,34.7,6.3,3W,27.0,0.0,1
VG-SES-005194,4.0,30.0,4,Bharat AC-001,Gachibowli,23,5,1,24.5,0.668,66.6,45.5,4W,616.0,14.27,0
VG-SES-005195,3.0,150.0,5,CCS2,Kukatpally,8,4,0,18.4,,29.1,8.4,3W,44.0,1.49,0
VG-SES-005196,2.0,60.0,2,CCS2,Gachibowli,14,1,0,30.0,0.527,59.0,12.0,3W,225.0,3.76,0
VG-SES-005197,2.0,60.0,2,CCS2,Gachibowli,10,1,0,27.6,0.612,28.3,339.8,Bus,102.0,26.75,0
VG-SES-005198,4.0,30.0,4,Bharat AC-001,Gachibowli,21,1,0,24.8,0.803,55.2,4.5,2W,358.0,1.31,0
VG-SES-005199,7.0,120.0,7,CCS2,Madhapur,7,3,0,32.0,0.6,38.2,4.4,2W,20.0,0.42,0
VG-SES-005200,2.0,60.0,2,CCS2,Gachibowli,15,5,1,37.3,0.586,24.3,72.2,4W,277.0,25.39,0
VG-SES-005201,4.0,150.0,3,CCS2,Uppal,12,2,0,38.8,0.568,60.0,4.3,2W,47.0,0.81,0
VG-SES-005202,7.0,30.0,4,Type2 AC,Gachibowli,10,6,1,29.8,0.531,18.7,52.4,4W,56.0,9.36,0
VG-SES-005203,6.0,30.0,3,Type2 AC,Madhapur,0,1,0,26.8,0.494,42.9,2.6,2W,350.0,0.92,0
VG-SES-005204,7.0,120.0,7,CCS2,Madhapur,7,6,1,25.2,0.521,30.0,9.6,3W,47.0,1.89,0
VG-SES-005205,7.0,120.0,7,CCS2,Madhapur,22,1,0,30.9,0.706,33.4,54.3,4W,36.0,14.25,0
VG-SES-005206,2.0,180.0,8,CHAdeMO,Madhapur,8,3,0,19.7,0.606,59.3,56.8,4W,25.0,3.72,0
VG-SES-005207,7.0,120.0,7,CCS2,Madhapur,18,4,0,34.0,0.754,35.9,2.1,2W,27.0,0.27,0
VG-SES-005208,3.0,30.0,2,Type2 AC,Secunderabad,8,1,0,,0.623,31.3,7.1,3W,186.0,1.51,0
VG-SES-005209,2.0,180.0,8,CHAdeMO,Madhapur,13,3,0,38.5,0.534,15.2,45.8,4W,45.0,13.73,0
VG-SES-005210,5.0,60.0,3,CCS2,Kukatpally,9,2,0,23.3,0.691,41.3,3.4,2W,119.0,1.15,0
VG-SES-005211,5.0,60.0,3,CCS2,Kukatpally,15,1,0,24.7,0.558,55.9,2.7,2W,314.0,1.17,0
VG-SES-005212,6.0,30.0,3,Type2 AC,Madhapur,21,2,0,22.7,0.787,23.2,8.5,4W,387.0,2.53,0
VG-SES-005213,6.0,150.0,4,GB/T,Secunderabad,18,3,0,23.4,,33.2,3.1,2W,48.0,0.0,1
VG-SES-005214,5.0,180.0,5,CHAdeMO,Gachibowli,6,3,0,15.5,0.584,17.6,41.4,4W,17.0,4.64,0
VG-SES-005215,4.0,60.0,3,Type2 AC,Madhapur,10,0,0,21.2,0.616,66.3,67.3,4W,144.0,8.03,0
VG-SES-005216,5.0,60.0,3,CCS2,Kukatpally,15,1,0,,0.592,24.1,55.2,4W,162.0,28.24,0
VG-SES-005217,6.0,150.0,4,GB/T,Secunderabad,18,6,1,34.8,0.677,14.6,3.6,2W,20.0,0.14,0
VG-SES-005218,2.0,180.0,8,CHAdeMO,Madhapur,19,4,0,,0.775,43.4,4.4,2W,21.0,0.44,0
VG-SES-005219,3.0,30.0,2,Type2 AC,Secunderabad,10,5,1,29.3,0.574,79.1,4.3,2W,172.0,0.83,0
VG-SES-005220,4.0,60.0,3,Type2 AC,Madhapur,15,3,0,28.7,0.555,40.6,2.4,2W,102.0,0.12,0
VG-SES-005221,5.0,180.0,5,CHAdeMO,Gachibowli,18,4,0,,0.761,18.1,28.6,4W,44.0,7.91,0
VG-SES-005222,5.0,180.0,5,CHAdeMO,Gachibowli,13,4,0,35.3,0.471,27.3,8.5,4W,19.0,1.1,0
VG-SES-005223,3.0,150.0,5,CCS2,Kukatpally,6,2,0,18.8,0.54,64.3,323.2,Bus,35.0,54.47,0
VG-SES-005224,2.0,15.0,1,Type2 AC,Kukatpally,20,3,0,27.4,0.84,33.7,2.7,2W,396.0,0.61,0
VG-SES-005225,7.0,120.0,7,CCS2,Madhapur,12,0,0,,0.523,58.6,8.2,3W,33.0,1.15,0
VG-SES-005226,7.0,120.0,7,CCS2,Madhapur,19,1,0,25.3,0.79,17.6,36.1,4W,37.0,8.94,0
VG-SES-005227,7.0,120.0,7,CCS2,Madhapur,20,1,0,,0.867,55.2,9.9,3W,27.0,0.0,1
VG-SES-005228,2.0,180.0,8,CHAdeMO,Madhapur,18,5,1,30.1,0.684,56.0,69.6,4W,23.0,5.27,0
VG-SES-005229,5.0,180.0,5,CHAdeMO,Gachibowli,18,6,1,30.4,,47.8,38.8,4W,24.0,0.0,1
VG-SES-005230,7.0,30.0,4,Type2 AC,Gachibowli,10,4,0,33.9,0.639,35.2,46.3,4W,241.0,21.55,0
VG-SES-005231,6.0,30.0,3,Type2 AC,Madhapur,20,3,0,,,42.1,69.4,4W,365.0,15.64,0
VG-SES-005232,7.0,120.0,7,CCS2,Madhapur,7,1,0,,0.614,7.7,4.3,2W,14.0,0.25,0
VG-SES-005233,2.0,60.0,2,CCS2,Gachibowli,17,4,0,,0.68,34.6,2.3,2W,105.0,1.07,0
VG-SES-005234,6.0,30.0,4,Bharat DC-001,Uppal,13,1,0,27.1,0.527,50.4,9.7,3W,176.0,4.86,0
VG-SES-005235,7.0,120.0,7,CCS2,Madhapur,22,1,0,21.2,0.603,28.4,3.1,2W,55.0,0.26,0
VG-SES-005236,2.0,180.0,8,CHAdeMO,Madhapur,8,5,1,21.4,0.563,42.0,54.5,4W,31.0,11.38,0
VG-SES-005237,4.0,60.0,3,Type2 AC,Madhapur,17,1,0,39.3,0.691,29.4,34.3,4W,206.0,1.94,0
VG-SES-005238,6.0,30.0,4,Bharat DC-001,Uppal,10,3,0,31.9,0.648,52.8,35.5,4W,222.0,5.88,0
VG-SES-005239,5.0,60.0,3,CCS2,Kukatpally,17,1,0,34.1,0.671,53.6,3.2,2W,133.0,0.82,0
VG-SES-005240,4.0,30.0,4,Bharat AC-001,Gachibowli,19,4,0,27.0,0.873,37.0,32.0,4W,267.0,4.53,0
VG-SES-005241,6.0,150.0,4,GB/T,Secunderabad,20,4,0,17.9,,28.4,52.1,4W,42.0,14.31,0
VG-SES-005242,7.0,120.0,7,CCS2,Madhapur,20,2,0,32.3,0.844,22.4,25.3,4W,24.0,0.0,1
VG-SES-005243,3.0,30.0,2,Type2 AC,Secunderabad,11,6,1,21.6,0.558,23.8,2.1,2W,144.0,0.74,0
VG-SES-005244,5.0,180.0,5,CHAdeMO,Gachibowli,21,1,0,29.4,0.73,26.4,3.5,2W,13.0,0.2,0
VG-SES-005245,7.0,120.0,7,CCS2,Madhapur,18,5,1,39.4,0.68,55.9,11.3,3W,47.0,2.54,0
VG-SES-005246,6.0,30.0,4,Bharat DC-001,Uppal,16,1,0,24.4,0.57,40.2,192.0,Bus,105.0,46.74,0
VG-SES-005247,7.0,120.0,7,CCS2,Madhapur,12,6,1,26.4,0.52,47.4,3.3,2W,35.0,0.52,0
VG-SES-005248,4.0,150.0,3,CCS2,Uppal,22,2,0,28.2,0.685,66.4,3.4,2W,10.0,0.0,1
VG-SES-005249,5.0,60.0,3,CCS2,Kukatpally,13,1,0,36.3,0.532,49.5,39.8,4W,268.0,20.09,0
VG-SES-005250,7.0,30.0,4,Type2 AC,Gachibowli,9,3,0,35.6,0.644,39.1,3.9,2W,96.0,1.47,0
VG-SES-005251,5.0,180.0,5,CHAdeMO,Gachibowli,22,2,0,31.1,,58.0,10.8,3W,50.0,2.22,0
VG-SES-005252,4.0,60.0,3,Type2 AC,Madhapur,17,1,0,,0.698,49.8,3.1,2W,136.0,0.0,1
VG-SES-005253,4.0,150.0,3,CCS2,Uppal,7,2,0,25.5,0.595,78.6,74.3,4W,51.0,14.0,0
VG-SES-005254,4.0,150.0,3,CCS2,Uppal,20,1,0,,0.754,23.0,10.6,3W,34.0,1.52,0
VG-SES-005255,3.0,30.0,2,Type2 AC,Secunderabad,9,2,0,36.9,0.644,38.4,54.7,4W,174.0,31.47,0
VG-SES-005256,6.0,30.0,4,Bharat DC-001,Uppal,9,6,1,19.5,0.615,32.3,7.2,3W,114.0,3.8,0
VG-SES-005257,2.0,15.0,1,Type2 AC,Kukatpally,21,0,0,28.8,0.719,75.8,49.7,4W,613.0,11.09,0
VG-SES-005258,5.0,60.0,3,CCS2,Kukatpally,10,4,0,37.8,0.675,50.5,2.4,2W,126.0,0.0,1
VG-SES-005259,2.0,60.0,2,CCS2,Gachibowli,13,0,0,26.4,0.531,44.0,6.2,3W,109.0,2.13,0
VG-SES-005260,6.0,150.0,4,GB/T,Secunderabad,21,1,0,33.0,,29.6,7.8,3W,45.0,1.45,0
VG-SES-005261,3.0,30.0,2,Type2 AC,Secunderabad,9,1,0,35.4,0.639,28.9,4.3,2W,92.0,0.31,0
VG-SES-005262,7.0,30.0,2,Bharat AC-001,Kukatpally,19,6,1,25.4,0.798,15.1,67.9,4W,265.0,2.4,0
VG-SES-005263,7.0,30.0,2,Bharat AC-001,Kukatpally,19,5,1,40.8,0.835,16.8,66.6,4W,324.0,13.58,0
VG-SES-005264,2.0,15.0,1,Type2 AC,Kukatpally,21,2,0,,,31.4,34.4,4W,578.0,14.87,0
VG-SES-005265,5.0,180.0,5,CHAdeMO,Gachibowli,6,1,0,,0.56,20.8,6.2,3W,16.0,0.42,0
VG-SES-005266,2.0,60.0,2,CCS2,Gachibowli,17,2,0,29.8,0.662,34.5,37.8,4W,149.0,9.06,0
VG-SES-005267,3.0,30.0,2,Type2 AC,Secunderabad,15,0,0,31.4,0.545,64.8,52.2,4W,233.0,9.5,0
VG-SES-005268,2.0,180.0,8,CHAdeMO,Madhapur,7,1,0,24.9,0.524,49.2,48.5,4W,24.0,8.52,0
VG-SES-005269,7.0,120.0,7,CCS2,Madhapur,18,1,0,29.9,0.73,26.9,3.1,2W,32.0,0.0,1
VG-SES-005270,4.0,30.0,4,Bharat AC-001,Gachibowli,1,3,0,29.8,0.531,52.8,72.5,4W,351.0,13.94,0
VG-SES-005271,6.0,150.0,4,GB/T,Secunderabad,22,0,0,,0.633,29.4,3.9,2W,18.0,0.31,0
VG-SES-005272,2.0,180.0,8,CHAdeMO,Madhapur,21,2,0,33.8,,46.0,3.8,2W,34.0,0.6,0
VG-SES-005273,4.0,150.0,3,CCS2,Uppal,18,2,0,36.1,,60.9,48.1,4W,31.0,0.0,1
VG-SES-005274,4.0,150.0,3,CCS2,Uppal,19,2,0,38.0,0.79,41.9,2.8,2W,23.0,0.26,0
VG-SES-005275,5.0,60.0,3,CCS2,Kukatpally,11,4,0,27.9,0.573,68.3,236.2,Bus,133.0,72.89,0
VG-SES-005276,6.0,150.0,4,GB/T,Secunderabad,7,1,0,26.8,0.591,28.2,43.5,4W,37.0,125.66,0
VG-SES-005277,4.0,150.0,3,CCS2,Uppal,8,6,1,34.6,0.554,36.2,4.1,2W,29.0,0.52,0
VG-SES-005278,3.0,30.0,2,Type2 AC,Secunderabad,9,5,1,22.9,0.598,57.5,2.2,2W,182.0,0.73,0
VG-SES-005279,7.0,30.0,2,Bharat AC-001,Kukatpally,2,0,0,31.5,0.544,71.2,9.8,3W,284.0,2.78,0
VG-SES-005280,7.0,120.0,7,CCS2,Madhapur,12,4,0,,0.571,36.1,29.3,4W,56.0,7.38,0
VG-SES-005281,7.0,30.0,4,Type2 AC,Gachibowli,8,5,1,26.4,0.616,45.6,2.8,2W,106.0,1.16,0
VG-SES-005282,3.0,30.0,1,Bharat AC-001,Uppal,23,5,1,25.9,0.554,33.9,3.7,2W,297.0,1.8,0
VG-SES-005283,7.0,120.0,7,CCS2,Madhapur,19,5,1,35.7,0.734,51.0,62.1,4W,18.0,2.43,0
VG-SES-005284,3.0,30.0,1,Bharat AC-001,Uppal,6,6,1,18.5,0.455,52.8,55.7,4W,539.0,17.31,0
VG-SES-005285,4.0,150.0,3,CCS2,Uppal,21,3,0,23.6,0.683,49.0,274.4,Bus,23.0,26.86,0
VG-SES-005286,4.0,150.0,3,CCS2,Uppal,20,3,0,38.6,0.845,37.5,70.5,4W,17.0,0.0,1
VG-SES-005287,7.0,120.0,7,CCS2,Madhapur,6,2,0,32.5,0.554,41.3,60.4,4W,14.0,6.58,0
VG-SES-005288,4.0,60.0,3,Type2 AC,Madhapur,17,3,0,34.9,0.628,20.5,2.0,2W,109.0,0.48,0
VG-SES-005289,4.0,60.0,3,Type2 AC,Madhapur,13,6,1,21.4,0.429,32.7,69.5,4W,128.0,46.57,0
VG-SES-005290,4.0,30.0,4,Bharat AC-001,Gachibowli,20,4,0,24.8,0.81,9.1,8.5,4W,382.0,5.77,0
VG-SES-005291,7.0,120.0,7,CCS2,Madhapur,21,3,0,27.1,0.705,32.8,30.6,4W,16.0,0.29,0
VG-SES-005292,5.0,60.0,3,CCS2,Kukatpally,8,0,0,34.5,0.654,55.2,28.4,4W,132.0,0.0,1
VG-SES-005293,6.0,30.0,4,Bharat DC-001,Uppal,9,0,0,31.5,0.638,53.8,3.5,2W,190.0,1.47,0
VG-SES-005294,4.0,30.0,4,Bharat AC-001,Gachibowli,23,1,0,18.5,0.61,45.3,38.3,4W,715.0,22.29,0
VG-SES-005295,4.0,150.0,3,CCS2,Uppal,11,4,0,21.3,0.547,53.9,2.9,2W,40.0,0.48,0
VG-SES-005296,7.0,120.0,7,CCS2,Madhapur,12,6,1,36.8,0.531,29.1,54.3,4W,41.0,4.45,0
VG-SES-005297,3.0,30.0,2,Type2 AC,Secunderabad,17,0,0,,0.676,33.0,2.9,2W,115.0,1.24,0
VG-SES-005298,4.0,60.0,3,Type2 AC,Madhapur,16,4,0,33.5,0.582,40.2,253.2,Bus,207.0,60.42,0
VG-SES-005299,5.0,60.0,3,CCS2,Kukatpally,10,4,0,33.6,,46.7,55.9,4W,178.0,19.02,0
VG-SES-005300,7.0,30.0,2,Bharat AC-001,Kukatpally,20,0,0,31.6,0.793,63.2,71.1,4W,553.0,25.74,0
VG-SES-005301,7.0,120.0,7,CCS2,Madhapur,12,6,1,,0.523,29.7,2.7,2W,36.0,0.44,0
VG-SES-005302,4.0,30.0,4,Bharat AC-001,Gachibowli,23,2,0,32.2,0.612,42.6,62.0,4W,291.0,30.19,0
VG-SES-005303,7.0,30.0,2,Bharat AC-001,Kukatpally,22,0,0,32.2,0.755,40.8,2.5,2W,576.0,0.71,0
VG-SES-005304,6.0,30.0,3,Type2 AC,Madhapur,23,6,1,19.9,0.549,28.7,3.4,2W,331.0,0.96,0
VG-SES-005305,3.0,30.0,2,Type2 AC,Secunderabad,8,5,1,27.7,0.551,72.6,4.4,2W,168.0,1.13,0
VG-SES-005306,2.0,180.0,8,CHAdeMO,Madhapur,13,4,0,23.1,0.478,31.7,3.8,2W,69.0,1.13,0
VG-SES-005307,4.0,30.0,4,Bharat AC-001,Gachibowli,22,3,0,32.5,0.649,70.0,8.8,3W,239.0,2.67,0
VG-SES-005308,4.0,30.0,4,Bharat AC-001,Gachibowli,2,3,0,23.9,0.458,42.6,3.4,2W,257.0,1.39,0
VG-SES-005309,5.0,180.0,5,CHAdeMO,Gachibowli,8,3,0,37.6,0.645,59.2,66.0,4W,37.0,4.23,0
VG-SES-005310,2.0,180.0,8,CHAdeMO,Madhapur,19,0,0,37.3,,64.2,2.1,2W,32.0,0.29,0
VG-SES-005311,3.0,30.0,2,Type2 AC,Secunderabad,17,2,0,35.0,0.663,35.4,4.3,2W,190.0,1.85,0
VG-SES-005312,5.0,30.0,1,Type2 AC,Secunderabad,22,1,0,23.8,0.695,43.6,68.8,4W,383.0,36.24,0
VG-SES-005313,4.0,150.0,3,CCS2,Uppal,18,0,0,27.5,0.736,8.8,2.5,2W,20.0,0.22,0
VG-SES-005314,6.0,150.0,4,GB/T,Secunderabad,8,2,0,26.2,0.599,49.0,7.5,3W,24.0,0.71,0
VG-SES-005315,3.0,30.0,1,Bharat AC-001,Uppal,0,1,0,33.5,0.47,29.7,4.5,2W,369.0,0.0,1
VG-SES-005316,4.0,60.0,3,Type2 AC,Madhapur,11,0,0,34.7,0.55,16.1,66.9,4W,175.0,46.32,0
VG-SES-005317,7.0,120.0,7,CCS2,Madhapur,7,6,1,26.6,0.561,84.9,64.8,4W,19.0,0.0,1
VG-SES-005318,2.0,180.0,8,CHAdeMO,Madhapur,18,4,0,35.5,0.769,40.6,26.6,4W,22.0,1.18,0
VG-SES-005319,4.0,30.0,4,Bharat AC-001,Gachibowli,0,1,0,31.3,0.463,73.0,2.9,2W,373.0,0.65,0
VG-SES-005320,7.0,30.0,4,Type2 AC,Gachibowli,11,3,0,23.0,0.549,24.0,6.5,3W,108.0,0.75,0
VG-SES-005321,5.0,60.0,3,CCS2,Kukatpally,16,1,0,42.1,0.582,17.7,29.5,4W,341.0,18.45,0
VG-SES-005322,6.0,30.0,3,Type2 AC,Madhapur,21,2,0,37.3,0.792,54.5,56.6,4W,349.0,25.18,0
