session_id,account_id,station_id,connector_type,zone,started_at,initiated_via,status,start_soc_pct,ambient_temp_c,grid_load_index,energy_kwh,duration_mins,amount_inr,rating,error_code
VG-SES-011860,VG-ACC-01951,VG-ST-012,CCS2,Gachibowli,2025-03-25 13:45,Walk-Up,Completed,56.2,32.3,0.507,4.9,166.0,108,2.0,
VG-SES-011861,VG-ACC-00306,VG-ST-015,Bharat AC-001,Uppal,2025-05-26 02:15,Walk-Up,Completed,43.7,30.4,0.508,5.63,313.0,68,3.0,
VG-SES-011862,VG-ACC-00369,VG-ST-010,Bharat DC-001,Uppal,2025-11-22 08:15,Walk-Up,Completed,35.4,18.1,0.599,5.57,243.0,67,5.0,
VG-SES-011863,VG-ACC-01765,VG-ST-003,CCS2,Kukatpally,2025-08-28 11:45,RFID,Completed,23.8,35.2,0.601,0.46,27.0,12,5.0,
VG-SES-011864,VG-ACC-00867,VG-ST-016,Type2 AC,Madhapur,2025-07-31 20:00,App,Completed,28.8,36.2,0.764,1.2,395.0,14,4.0,
VG-SES-011865,VG-ACC-01043,VG-ST-017,Bharat AC-001,Gachibowli,2025-01-03 21:15,RFID ,Completed,76.2,20.6,0.76,61.8,589.0,742,3.0,
VG-SES-011866,VG-ACC-01192,VG-ST-005,CCS2,Uppal,2025-05-10 12:45,App,Interrupted,51.1,34.7,0.584,0.18,35.0,5,,
VG-SES-011867,VG-ACC-01448,VG-ST-015,Bharat AC-001,Uppal,2025-06-21 05:30,Walk-Up,Completed,49.2,34.7,0.522,11.0,480.0,132,5.0,
VG-SES-011868,VG-ACC-01123,VG-ST-014,Type2 AC,Secunderabad,2025-01-26 06:00,App,Completed,25.1,16.5,0.451,0.88,160.0,11,2.0,
VG-SES-011869,VG-ACC-00059,VG-ST-008,CCS2,Kukatpally,2025-08-02 08:00,App,Completed,36.7,30.2,0.588,2.01,278.0,44,1.0,
VG-SES-011870,VG-ACC-00237,VG-ST-004,GB/T,Secunderabad,2025-09-07 07:00,walk-up,Completed,69.9,31.1,0.536,,47.0,,2.0,
VG-SES-011871,VG-ACC-00001,VG-ST-011,Type2 AC,Madhapur,2025-05-02 10:45,App,Failed,35.7,33.1,0.622,,,,,E-THERMAL
VG-SES-011872,VG-ACC-00663,VG-ST-014,Type2 AC,Secunderabad,2025-11-02 20:45,App,Completed,50.1,24.7,0.74,1.22,816.0,15,4.0,
VG-SES-011873,VG-ACC-02044,VG-ST-012,CCS2,Gachibowli,2025-11-05 15:15,walk-up,Completed,59.8,29.3,0.546,0.98,234.0,22,3.0,
VG-SES-011874,VG-ACC-02430,VG-ST-010,Bharat DC-001,Uppal,2025-09-02 15:15,rfid,Completed,21.7,38.5,0.559,1.22,199.0,15,1.0,
VG-SES-011875,VG-ACC-01189,VG-ST-006,CHAdeMO,Madhapur,2025-04-14 13:30,Walk-Up,Completed,57.8,30.5,0.543,14.12,49.0,367,4.0,
VG-SES-011876,VG-ACC-00069,VG-ST-002,CHAdeMO,Gachibowli,2025-02-08 12:30,Walk-Up,Failed,59.1,25.6,0.489,,,,,E-GND-FAULT
VG-SES-011877,VG-ACC-00179,VG-ST-002,CHAdeMO,Gachibowli,2025-08-19 13:00,App,Completed,68.8,37.8,0.564,1.94,45.0,50,4.0,
VG-SES-011878,VG-ACC-02038,VG-ST-012,CCS2,Gachibowli,2025-06-25 11:45,rfid,Completed,38.4,36.0,0.654,6.52,317.0,143,1.0,
VG-SES-011879,VG-ACC-00859,VG-ST-008,CCS2,Kukatpally,2025-08-25 09:45,Walk-Up,Completed,27.4,33.9,0.652,0.85,301.0,19,2.0,
VG-SES-011880,VG-ACC-02205,VG-ST-015,Bharat AC-001,Uppal,2025-05-13 21:45,rfid,Completed,46.4,30.4,0.804,,535.0,,1.0,
VG-SES-011881,VG-ACC-01266,VG-ST-011,Type2 AC,Madhapur,2025-02-20 11:00,rfid,Completed,46.8,27.3,0.535,7.32,215.0,161,4.0,
VG-SES-011882,VG-ACC-02198,VG-ST-011,Type2 AC,Madhapur,2025-10-26 09:00,Walk-Up,Interrupted,31.6,26.3,0.624,0.5,158.0,11,,
VG-SES-011883,VG-ACC-00339,VG-ST-010,Bharat DC-001,Uppal,2025-11-14 09:00,App,Completed,28.8,24.9,0.672,20.48,60.0,246,2.0,
VG-SES-011884,VG-ACC-02146,VG-ST-001,CCS2,Madhapur,2025-09-09 07:00,Walk-Up,Completed,27.7,23.8,0.572,0.74,26.0,19,,
VG-SES-011885,VG-ACC-01366,VG-ST-003,CCS2,Kukatpally,2025-01-08 07:00,Walk-Up,Completed,60.9,17.5,0.574,39.61,34.0,1030,3.0,
VG-SES-011886,VG-ACC-01094,VG-ST-003,CCS2,Kukatpally,2025-09-22 13:15,App,Failed,15.0,37.3,0.545,,,,,E-COMM-TIMEOUT
VG-SES-011887,VG-ACC-01322,VG-ST-003,CCS2,Kukatpally,2025-11-25 20:15,APP,Completed,13.7,21.0,0.736,0.59,52.0,15,2.0,
VG-SES-011888,VG-ACC-00818,VG-ST-013,Bharat AC-001,Kukatpally,2025-05-17 19:45,RFID,Completed,16.7,37.4,0.753,1.98,806.0,24,1.0,
VG-SES-011889,VG-ACC-01508,VG-ST-017,Bharat AC-001,Gachibowli,2025-06-15 00:00,App,Completed,40.6,30.2,0.437,1.4,290.0,17,,
VG-SES-011890,VG-ACC-01926,VG-ST-006,CHAdeMO,Madhapur,2025-01-09 18:45, App,Completed,39.8,23.1,0.776,0.48,27.0,12,1.0,
VG-SES-011891,VG-ACC-02026,VG-ST-001,CCS2,Madhapur,2025-07-18 12:00,Walk-Up,Completed,9.4,37.6,0.573,8.19,25.0,213,3.0,
VG-SES-011892,VG-ACC-02446,VG-ST-012,CCS2,Gachibowli,2025-09-08 13:30, App,Completed,29.2,37.5,0.553,4.32,234.0,95,2.0,
VG-SES-011893,VG-ACC-01032,VG-ST-008,CCS2,Kukatpally,2025-03-08 10:15,App,Interrupted,49.0,25.5,0.496,0.47,147.0,10,,
VG-SES-011894,VG-ACC-01923,VG-ST-013,Bharat AC-001,Kukatpally,2025-07-28 00:15,RFID ,Completed,37.7,33.3,0.489,0.47,424.0,6,2.0,
VG-SES-011895,VG-ACC-02222,VG-ST-018,Type2 AC,Kukatpally,2025-03-28 23:45,RFID,Completed,56.2,21.1,0.598,2.57,666.0,31,5.0,
VG-SES-011896,VG-ACC-00045,VG-ST-007,Type2 AC,Gachibowli,2025-02-16 09:45,RFID,Completed,51.8,23.5,0.633,2.68,169.0,32,,
VG-SES-011897,VG-ACC-01187,VG-ST-016,Type2 AC,Madhapur,2025-01-08 20:15,RFID,Completed,45.9,19.1,0.807,0.45,245.0,5,1.0,
VG-SES-011898,VG-ACC-01752,VG-ST-015,Bharat AC-001,Uppal,2025-09-07 19:30,App,Completed,32.2,36.0,0.82,28.05,506.0,337,5.0,
VG-SES-011899,VG-ACC-01143,VG-ST-015,Bharat AC-001,Uppal,2025-03-11 00:30,APP,Completed,52.0,22.8,0.517,1.07,362.0,13,4.0,
VG-SES-011900,VG-ACC-00251,VG-ST-003,CCS2,Kukatpally,2025-02-19 20:45,RFID,Completed,46.4,22.1,0.783,0.59,33.0,Rs.15,2.0,
VG-SES-011901,VG-ACC-01640,VG-ST-004,GB/T,Secunderabad,2025-11-14 20:30,walk-up,Completed,66.5,25.0,0.849,6.39,34.0,166,3.0,
VG-SES-011902,VG-ACC-01016,VG-ST-004,GB/T,Secunderabad,2025-09-02 18:15,App,Completed,28.9,35.8,0.788,5.8,25.0,151,,
VG-SES-011903,VG-ACC-01544,VG-ST-012,CCS2,Gachibowli,2025-03-26 10:00,RFID,Completed,38.7,22.2,0.6,34.42,205.0,757,1.0,
VG-SES-011904,VG-ACC-00004,VG-ST-017,Bharat AC-001,Gachibowli,2025-08-24 01:15,RFID,Completed,62.6,31.1,0.368,1.26,198.0,15,2.0,
VG-SES-011905,VG-ACC-00029,VG-ST-001,CCS2,Madhapur,2025-06-14 12:15,app,Completed,33.0,37.9,0.486,0.44,26.0,11,3.0,
VG-SES-011906,VG-ACC-01508,VG-ST-006,CHAdeMO,Madhapur,2025-01-03 08:00,App,Completed,29.2,18.4,0.719,0.76,43.0,20,3.0,
VG-SES-011907,VG-ACC-02457,VG-ST-001,CCS2,Madhapur,2025-03-31 20:15, App,Completed,17.9,30.0,0.758,0.45,29.0,12,2.0,
VG-SES-011908,VG-ACC-01599,VG-ST-008,CCS2,Kukatpally,2025-09-13 11:00,Walk-Up,Completed,41.1,33.6,0.506,1.74,133.0,38,2.0,
VG-SES-011909,VG-ACC-02357,VG-ST-017,Bharat AC-001,Gachibowli,2025-08-26 00:45,App,Interrupted,46.0,30.3,0.499,0.44,418.0,5,,
VG-SES-011910,VG-ACC-02119,VG-ST-006,CHAdeMO,Madhapur,2025-05-15 21:00,walk-up,Failed,68.8,36.6,0.746,,,,,E-THERMAL
VG-SES-011911,VG-ACC-00704,VG-ST-003,CCS2,Kukatpally,2025-11-22 11:00,Walk-Up,Completed,67.2,26.6,0.511,1.75,41.0,46,3.0,
VG-SES-011912,VG-ACC-00256,VG-ST-012,CCS2,Gachibowli,2025-06-17 10:15,app,Completed,45.9,37.8,0.677,2.16,147.0,48,3.0,
VG-SES-011913,VG-ACC-01397,VG-ST-008,CCS2,Kukatpally,2025-01-05 15:00, App,Completed,34.6,24.8,0.505,1.02,79.0,22,3.0,
VG-SES-011914,VG-ACC-01552,VG-ST-015,Bharat AC-001,Uppal,2025-11-15 00:15,App,Interrupted,61.4,21.0,0.427,0.64,208.0,8,,
VG-SES-011915,VG-ACC-01927,VG-ST-016,Type2 AC,Madhapur,2025-01-08 06:45,app,Completed,29.1,18.6,0.505,20.67,351.0,248,4.0,
VG-SES-011916,VG-ACC-01303,VG-ST-016,Type2 AC,Madhapur,2025-10-31 19:15,Walk-Up,Completed,26.0,27.6,0.748,2.02,465.0,24,2.0,
VG-SES-011917,VG-ACC-02302,VG-ST-016,Type2 AC,Madhapur,2025-01-25 06:15,App,Completed,45.8,14.3,0.456,26.18,545.0,314,,
VG-SES-011918,VG-ACC-02110,VG-ST-009,Type2 AC,Secunderabad,2025-05-07 14:30,RFID,Completed,36.2,37.3,0.503,1.73,160.0,21,1.0,
VG-SES-011919,VG-ACC-01465,VG-ST-005,CCS2,Uppal,2025-01-18 07:00,App,Completed,30.1,19.3,0.514,0.96,23.0,25,5.0,
VG-SES-011920,VG-ACC-01379,VG-ST-006,CHAdeMO,Madhapur,2025-08-23 19:00,RFID,Failed,51.4,35.5,0.766,,,,,E-OVERCURRENT
VG-SES-011921,VG-ACC-00048,VG-ST-004,GB/T,Secunderabad,2025-04-12 06:30,rfid,Completed,25.1,24.1,0.488,,32.0,,,
VG-SES-011922,VG-ACC-01953,VG-ST-014,Type2 AC,Secunderabad,2025-06-19 19:45,RFID,Completed,22.3,36.4,0.727,1.15,334.0,14,4.0,
VG-SES-011923,VG-ACC-01702,VG-ST-003,CCS2,Kukatpally,2025-03-04 19:00,App,Interrupted,35.2,27.5,0.824,2.02,50.0,53,,
VG-SES-011924,VG-ACC-02241,VG-ST-012,CCS2,Gachibowli,2025-09-29 11:15,RFID,Interrupted,43.9,31.2,0.583,0.41,148.0,9,,
VG-SES-011925,VG-ACC-00233,VG-ST-010,Bharat DC-001,Uppal,2025-06-02 15:00,Walk-Up,Completed,30.7,38.5,0.58,22.32,287.0,268,4.0,
VG-SES-011926,VG-ACC-00366,VG-ST-002,CHAdeMO,Gachibowli,2025-04-16 19:45,walk-up,Failed,44.1,30.7,0.753,,,,,E-COMM-TIMEOUT
VG-SES-011927,VG-ACC-01678,VG-ST-015,Bharat AC-001,Uppal,2025-01-08 05:30,app,Completed,35.0,17.0,0.54,5.05,184.0,61,2.0,
VG-SES-011928,VG-ACC-01224,VG-ST-015,Bharat AC-001,Uppal,2025-06-05 19:15,Walk-Up,Completed,31.0,38.7,0.827,0.8,188.0,10,,
VG-SES-011929,VG-ACC-01469,VG-ST-002,CHAdeMO,Gachibowli,not recorded,App,Completed,82.6,37.6,0.739,,25.0,,5.0,
VG-SES-011930,VG-ACC-01087,VG-ST-005,CCS2,Uppal,2025-02-07 18:15,Walk-Up,Interrupted,68.8,24.3,0.796,0.2,31.0,5,,
VG-SES-011931,VG-ACC-01602,VG-ST-005,CCS2,Uppal,2025-06-17 21:30,App,Interrupted,29.6,34.2,0.729,0.22,50.0,6,,
VG-SES-011932,VG-ACC-01647,VG-ST-016,Type2 AC,Madhapur,2025-11-02 23:15,Walk-Up,Interrupted,29.1,22.6,0.602,14.01,551.0,168,,
VG-SES-011933,VG-ACC-00474,VG-ST-013,Bharat AC-001,Kukatpally,2025-10-14 06:15,Walk-Up,Interrupted,33.9,23.7,0.535,14.46,490.0,174,,
VG-SES-011934,VG-ACC-01901,VG-ST-003,CCS2,Kukatpally,2025-10-25 11:15,rfid,Completed,58.7,30.1,0.578,0.74,29.0,19,3.0,
VG-SES-011935,VG-ACC-01235,VG-ST-009,Type2 AC,Secunderabad,2025-10-23 09:00,App,Completed,51.1,27.7,0.635,0.89,198.0,11,3.0,
VG-SES-011936,VG-ACC-01439,VG-ST-012,CCS2,Gachibowli,2025-04-02 13:30,rfid,Completed,34.7,32.6,0.586,0.98,112.0,22,2.0,
VG-SES-011937,VG-ACC-01545,VG-ST-005,CCS2,Uppal,2025-02-22 21:45,RFID,Completed,71.2,25.8,0.702,8.66,55.0,225,5.0,
VG-SES-011938,VG-ACC-01862,VG-ST-007,Type2 AC,Gachibowli,2025-07-12 16:15,APP,Completed,50.0,45.5,0.598,2.68,157.0,32,5.0,
VG-SES-011939,VG-ACC-00751,VG-ST-002,CHAdeMO,Gachibowli,2025-08-25 20:45,RFID,Completed,14.1,35.8,0.74,0.48,26.0,12,1.0,
VG-SES-011940,VG-ACC-00017,VG-ST-011,Type2 AC,Madhapur,2025-05-05 10:15,Walk-Up,Completed,32.2,33.4,0.605,4.77,225.0,105,5.0,
VG-SES-011941,VG-ACC-00455,VG-ST-014,Type2 AC,Secunderabad,2025-03-18 06:15,RFID,Completed,65.5,22.9,0.524,0.75,454.0,9,5.0,
VG-SES-011942,VG-ACC-02415,VG-ST-001,CCS2,Madhapur,2025-02-21 06:30,RFID,Completed,30.9,22.0,0.519,1.07,22.0,28,2.0,
VG-SES-011943,VG-ACC-00557,VG-ST-016,Type2 AC,Madhapur,2025-06-18 23:45,RFID,Completed,38.8,31.9,0.663,33.55,639.0,Rs.403,1.0,
VG-SES-011944,VG-ACC-00624,VG-ST-004,GB/T,Secunderabad,2025-01-15 11:45,RFID,Completed,68.5,21.5,0.617,7.2,33.0,187,5.0,
VG-SES-011945,VG-ACC-02146,VG-ST-010,Bharat DC-001,Uppal,2025-08-14 09:00, App,Failed,28.0,33.8,0.677,,,,,E-THERMAL
VG-SES-011946,VG-ACC-00590,VG-ST-004,GB/T,Secunderabad,2025-09-29 20:00,rfid,Failed,29.0,33.3,0.836,,,,,E-THERMAL
VG-SES-011947,VG-ACC-01162,VG-ST-002,CHAdeMO,Gachibowli,2025-10-01 22:00,APP,Completed,65.0,31.0,0.683,0.29,33.0,8,,
VG-SES-011948,VG-ACC-00927,VG-ST-006,CHAdeMO,Madhapur,2025-04-06 13:45,App,Completed,58.2,30.7,0.472,1.55,31.0,40,3.0,
VG-SES-011949,VG-ACC-01653,VG-ST-003,CCS2,Kukatpally,2025-02-02 18:30,RFID,Completed,70.7,24.6,0.698,1.13,62.0,29,4.0,
VG-SES-011950,VG-ACC-01487,VG-ST-016,Type2 AC,Madhapur,2025-06-20 00:30, App,Failed,34.7,35.7,0.463,,,,,E-GND-FAULT
VG-SES-011951,VG-ACC-01288,VG-ST-002,CHAdeMO,Gachibowli,2025-09-02 18:15,App,Failed,55.4,37.1,0.809,,,,,E-COMM-TIMEOUT
VG-SES-011952,VG-ACC-01254,VG-ST-006,CHAdeMO,Madhapur,2025-10-25 06:00,Walk-Up,Completed,66.7,22.5,0.552,0.55,31.0,14,3.0,
VG-SES-011953,VG-ACC-02086,VG-ST-002,CHAdeMO,Gachibowli,2025-02-09 20:15,app,Completed,53.1,24.8,0.777,20.14,50.0,524,5.0,
VG-SES-011954,VG-ACC-01454,VG-ST-006,CHAdeMO,Madhapur,2025-01-07 11:45,Walk-Up,Completed,16.0,21.5,0.607,0.15,11.0,4,2.0,
VG-SES-011955,VG-ACC-01272,VG-ST-015,Bharat AC-001,Uppal,2025-02-16 00:30,RFID,Completed,44.7,22.8,0.466,5.56,213.0,67,,
VG-SES-011956,VG-ACC-02219,VG-ST-008,CCS2,Kukatpally,2025-06-30 09:15,App,Completed,55.5,39.3,0.616,0.97,62.0,21,2.0,
VG-SES-011957,VG-ACC-00234,VG-ST-016,Type2 AC,Madhapur,2025-02-24 20:15,Walk-Up,Failed,54.3,20.2,0.766,,,,,E-GND-FAULT
VG-SES-011958,VG-ACC-02084,VG-ST-010,Bharat DC-001,Uppal,2025-11-12 10:30,APP,Completed,47.1,23.2,0.659,1.44,208.0,Rs.17,5.0,
VG-SES-011959,VG-ACC-00495,VG-ST-012,CCS2,Gachibowli,2025-04-25 17:00,Walk-Up,Completed,76.7,33.9,0.698,0.86,180.0,19,5.0,
VG-SES-011960,VG-ACC-00830,VG-ST-004,GB/T,Secunderabad,2025-09-25 08:00,App,Completed,51.1,27.2,0.594,9.69,25.0,252,3.0,
VG-SES-011961,VG-ACC-00034,VG-ST-001,CCS2,Madhapur,2025-04-18 19:00,Walk-Up,Interrupted,71.0,29.0,0.776,0.24,35.0,6,,
VG-SES-011962,VG-ACC-01429,VG-ST-002,CHAdeMO,Gachibowli,2025-03-14 22:15,RFID,Failed,25.5,20.8,0.724,,,,,E-AUTH
VG-SES-011963,VG-ACC-02079,VG-ST-013,Bharat AC-001,Kukatpally,2025-01-29 22:15,rfid,Completed,61.4,18.5,0.691,0.73,250.0,9,4.0,
VG-SES-011964,VG-ACC-00955,VG-ST-010,Bharat DC-001,Uppal,2025-03-08 13:45,App,Completed,27.9,27.0,0.532,,49.0,,4.0,
VG-SES-011965,VG-ACC-01659,VG-ST-013,Bharat AC-001,Kukatpally,2025-09-05 01:45,walk-up,Completed,57.4,30.6,0.47,24.24,527.0,291,3.0,
VG-SES-011966,VG-ACC-00983,VG-ST-004,GB/T,Secunderabad,2025-09-09 07:15,walk-up,Interrupted,42.0,31.6,0.616,0.16,27.0,Rs.4,,
VG-SES-011967,VG-ACC-01899,VG-ST-007,Type2 AC,Gachibowli,2025-08-09 08:30,RFID,Completed,70.4,33.9,0.6,14.58,60.0,175,3.0,
VG-SES-011968,VG-ACC-02497,VG-ST-012,CCS2,Gachibowli,2025-01-27 09:45,RFID,Interrupted,68.4,20.5,0.688,0.3,290.0,7,,
VG-SES-011969,VG-ACC-01788,VG-ST-006,CHAdeMO,Madhapur,2025-04-16 08:30,RFID,Completed,50.2,26.1,0.555,9.94,53.0,258,5.0,
VG-SES-011970,VG-ACC-00851,VG-ST-010,Bharat DC-001,Uppal,2025-07-17 13:30,RFID,Completed,57.7,42.1,0.502,0.86,131.0,Rs.10,3.0,
VG-SES-011971,VG-ACC-02062,VG-ST-010,Bharat DC-001,Uppal,2025-11-06 14:15,APP,Completed,43.7,26.6,0.507,0.51,128.0,6,1.0,
VG-SES-011972,VG-ACC-00095,VG-ST-003,CCS2,Kukatpally,2025-03-19 06:00,Walk-Up,Completed,68.3,21.1,0.578,0.42,28.0,11,2.0,
VG-SES-011973,VG-ACC-02468,VG-ST-014,Type2 AC,Secunderabad,2025-03-03 22:15,app,Completed,57.9,20.5,0.645,,622.0,,1.0,
VG-SES-011974,VG-ACC-02099,VG-ST-008,CCS2,Kukatpally,2025-10-04 10:00,Walk-Up,Completed,43.4,35.3,0.593,0.95,195.0,21,,
VG-SES-011975,VG-ACC-01634,VG-ST-002,CHAdeMO,Gachibowli,2025-06-04 19:45,RFID,Failed,46.3,37.5,0.766,,,,,E-OVERCURRENT
VG-SES-011976,VG-ACC-01553,VG-ST-009,Type2 AC,Secunderabad,2025-05-06 11:15,app,Completed,20.5,37.3,0.552,0.64,214.0,8,4.0,
VG-SES-011977,VG-ACC-00631,VG-ST-008,CCS2,Kukatpally,2025-05-07 15:00,APP,Completed,30.0,37.2,0.568,42.39,104.0,933,,
VG-SES-011978,VG-ACC-01079,VG-ST-009,Type2 AC,Secunderabad,2025-05-17 14:30,rfid,Completed,40.8,39.7,0.373,1.02,159.0,12,2.0,
VG-SES-011979,VG-ACC-00254,VG-ST-003,CCS2,Kukatpally,2025-06-10 20:45,RFID ,Completed,18.2,36.4,0.852,6.98,20.0,Rs.181,2.0,
VG-SES-011980,VG-ACC-00847,VG-ST-001,CCS2,Madhapur,2025-09-20 22:45,APP,Failed,44.5,28.2,0.577,,,,,E-AUTH
VG-SES-011981,VG-ACC-01475,VG-ST-009,Type2 AC,Secunderabad,2025-08-16 10:00,App,Interrupted,24.1,33.5,0.511,9.02,98.0,108,,
VG-SES-011982,VG-ACC-00906,VG-ST-011,Type2 AC,Madhapur,2025-01-30 10:15,RFID,Completed,44.5,18.9,0.645,4.39,245.0,97,3.0,
VG-SES-011983,VG-ACC-01927,VG-ST-017,Bharat AC-001,Gachibowli,2025-02-13 22:30,APP,Completed,66.8,21.0,0.65,10.13,360.0,122,2.0,
VG-SES-011984,VG-ACC-02133,VG-ST-003,CCS2,Kukatpally,2025-07-18 20:15,Walk-Up,Failed,26.5,41.8,0.837,,,,,E-AUTH
VG-SES-011985,VG-ACC-01404,VG-ST-012,CCS2,Gachibowli,2025-10-04 13:45,Walk-Up,Completed,49.9,30.5,0.481,2.2,242.0,48,2.0,
VG-SES-011986,VG-ACC-00853,VG-ST-009,Type2 AC,Secunderabad,2025-11-14 11:00,Walk-Up,Completed,56.4,25.2,0.634,,291.0,,,
VG-SES-011987,VG-ACC-00759,VG-ST-017,Bharat AC-001,Gachibowli,2025-10-23 06:15,App,Completed,8.3,24.4,0.614,11.76,440.0,141,4.0,
VG-SES-011988,VG-ACC-01367,VG-ST-014,Type2 AC,Secunderabad,2025-08-03 22:30,RFID,Completed,26.6,33.8,0.607,152.57,332.0,1831,4.0,
VG-SES-011989,VG-ACC-01800,VG-ST-007,Type2 AC,Gachibowli,2025-03-20 15:15,App,Failed,44.5,33.4,0.566,,,,,E-AUTH
VG-SES-011990,VG-ACC-00317,VG-ST-016,Type2 AC,Madhapur,2025-01-27 22:30,App,Completed,82.4,20.5,0.68,0.54,238.0,6,2.0,
VG-SES-011991,VG-ACC-01120,VG-ST-018,Type2 AC,Kukatpally,2025-08-31 22:15,app,Completed,22.4,26.8,0.602,1.93,310.0,23,5.0,
VG-SES-011992,VG-ACC-01102,VG-ST-007,Type2 AC,Gachibowli,2025-10-27 14:45,RFID,Completed,38.3,30.6,0.573,46.64,149.0,560,4.0,
VG-SES-011993,VG-ACC-00717,VG-ST-001,CCS2,Madhapur,2025-05-14 19:00,APP,Failed,33.1,36.6,0.874,,,,,E-COMM-TIMEOUT
VG-SES-011994,VG-ACC-00595,VG-ST-012,CCS2,Gachibowli,2025-02-12 10:00,App,Completed,42.9,22.8,0.614,,214.0,,1.0,
VG-SES-011995,VG-ACC-02103,VG-ST-002,CHAdeMO,Gachibowli,2025-08-30 08:00,Walk-Up,Completed,17.2,33.0,0.567,0.27,24.0,7,1.0,
VG-SES-011996,VG-ACC-01082,VG-ST-008,CCS2,Kukatpally,2025-05-02 08:00,RFID,Completed,23.3,28.6,0.642,1.75,133.0,38,5.0,
VG-SES-011997,VG-ACC-01442,VG-ST-012,CCS2,Gachibowli,2025-07-30 16:15,walk-up,Completed,35.2,42.5,0.621,1.18,273.0,26,5.0,
VG-SES-011998,VG-ACC-00096,VG-ST-009,Type2 AC,Secunderabad,2025-03-01 13:30,Walk-Up,Completed,69.7,26.2,0.379,2.87,167.0,Rs.34,3.0,
VG-SES-011999,VG-ACC-00709,VG-ST-016,Type2 AC,Madhapur,2025-04-28 21:30,Walk-Up,Completed,51.8,25.4,0.698,1.27,612.0,15,1.0,
VG-SES-012000,VG-ACC-00560,VG-ST-018,Type2 AC,Kukatpally,2025-08-27 22:00,APP,Interrupted,35.1,30.3,0.65,1.0,270.0,12,,
VG-SES-012001,VG-ACC-00822,VG-ST-014,Type2 AC,Secunderabad,2025-10-10 06:00,RFID,Completed,17.3,23.8,0.547,1.87,313.0,22,4.0,
VG-SES-012002,VG-ACC-02105,VG-ST-012,CCS2,Gachibowli,2025-03-29 16:00,RFID,Completed,35.0,31.4,0.589,2.15,173.0,47,5.0,
VG-SES-012003,VG-ACC-01430,VG-ST-017,Bharat AC-001,Gachibowli,2025-09-21 19:30,RFID,Failed,25.2,30.5,0.716,,,,,E-COMM-TIMEOUT
VG-SES-012004,VG-ACC-02256,VG-ST-007,Type2 AC,Gachibowli,2025-03-28 14:45,App,Completed,30.2,30.9,0.581,10.75,130.0,129,1.0,
VG-SES-012005,VG-ACC-01058,VG-ST-017,Bharat AC-001,Gachibowli,2025-08-31 19:45,walk-up,Completed,71.3,36.6,0.778,0.77,168.0,Rs.9,,
VG-SES-012006,VG-ACC-01926,VG-ST-014,Type2 AC,Secunderabad,2025-05-17 21:30,App,Failed,28.1,35.5,0.717,,,,,E-OVERCURRENT
VG-SES-012007,VG-ACC-00402,VG-ST-009,Type2 AC,Secunderabad,2025-08-20 10:15,app,Completed,33.5,30.9,0.666,36.95,158.0,Rs.443,4.0,
VG-SES-012008,VG-ACC-02039,VG-ST-002,CHAdeMO,Gachibowli,2025-04-05 18:15,App,Completed,34.1,28.9,0.699,51.15,36.0,1330,3.0,
VG-SES-012009,VG-ACC-01527,VG-ST-006,CHAdeMO,Madhapur,2025-01-28 07:30,App,Completed,36.1,21.1,0.585,1.35,32.0,35,2.0,
VG-SES-012010,VG-ACC-00097,VG-ST-014,Type2 AC,Secunderabad,2025-09-16 23:15,RFID,Completed,63.9,28.7,0.61,0.94,242.0,11,,
VG-SES-012011,VG-ACC-01723,VG-ST-005,CCS2,Uppal,2025-01-03 19:00, App,Completed,17.2,20.6,0.711,0.58,35.0,Rs.15,3.0,
VG-SES-012012,VG-ACC-01199,VG-ST-017,Bharat AC-001,Gachibowli,2025-06-23 06:45,Walk-Up,Completed,54.8,33.3,0.525,0.78,270.0,Rs.9,3.0,
VG-SES-012013,VG-ACC-00001,VG-ST-009,Type2 AC,Secunderabad,2025-01-20 10:00,Walk-Up,Completed,23.6,22.5,0.594,30.23,201.0,363,5.0,
VG-SES-012014,VG-ACC-02118,VG-ST-005,CCS2,Uppal,,Walk-Up,Completed,20.5,33.2,0.731,0.72,30.0,19,3.0,
VG-SES-012015,VG-ACC-01343,VG-ST-003,CCS2,Kukatpally,2025-02-05 19:00,app,Interrupted,48.1,23.8,0.824,0.89,26.0,23,,
VG-SES-012016,VG-ACC-01517,VG-ST-003,CCS2,Kukatpally,2025-02-23 20:45,Walk-Up,Interrupted,19.5,22.2,0.767,0.09,30.0,2,,
VG-SES-012017,VG-ACC-01443,VG-ST-014,Type2 AC,Secunderabad,2025-11-22 23:45,Walk-Up,Completed,37.0,20.1,0.528,25.7,310.0,308,,
VG-SES-012018,VG-ACC-00227,VG-ST-018,Type2 AC,Kukatpally,2025-10-29 21:15,RFID,Failed,57.6,25.8,0.831,,,,,E-OVERCURRENT
VG-SES-012019,VG-ACC-00831,VG-ST-009,Type2 AC,Secunderabad,2025-05-28 17:15,walk-up,Interrupted,37.9,40.2,0.756,,100.0,,,
VG-SES-012020,VG-ACC-01755,VG-ST-007,Type2 AC,Gachibowli,2025-04-26 10:00,app,Completed,49.8,33.5,0.591,15.99,247.0,192,2.0,
VG-SES-012021,VG-ACC-00847,VG-ST-011,Type2 AC,Madhapur,2025-08-18 08:00,Walk-Up,Completed,74.0,35.9,0.675,0.69,229.0,15,1.0,
